# NETWORK DEVICE LOG FILE
# Generated sample logs for testing / parsing applications
# Format: TIMESTAMP | SEVERITY | DEVICE_TYPE | DEVICE | IP | EVENT_ID | MESSAGE
2026-09-14 00:02:07 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00001 | Authentication failure for management user
2026-09-14 09:45:25 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00147 | Configuration backup completed successfully
2026-09-14 09:50:15 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00148 | Packet loss detected on uplink
2026-09-14 09:54:38 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00149 | NTP synchronization delay detected
2026-09-14 09:57:34 | ERROR   | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00150 | BGP neighbor session reset
2026-09-14 10:02:41 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00151 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 10:05:52 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00152 | SNMP polling completed successfully
2026-09-14 10:09:23 | ERROR   | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00153 | Packet loss detected on uplink
2026-09-14 10:12:27 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00154 | Authentication failure for management user
2026-09-14 10:18:17 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00155 | Memory utilization exceeded 80 percent
2026-09-14 10:21:52 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00156 | OSPF adjacency reached FULL state
2026-09-14 10:24:53 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00157 | Optical signal level within acceptable range
2026-09-14 10:28:48 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00158 | NTP synchronization delay detected
2026-09-14 10:34:42 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00159 | WAN interface utilization exceeded 80 percent
2026-09-14 10:36:31 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00160 | DHCP lease assigned successfully
2026-09-14 10:41:17 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00161 | High packet discard rate detected
2026-09-14 10:44:33 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00162 | PON interface utilization exceeded 70 percent
2026-09-14 10:49:35 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00163 | Packet loss detected on uplink
2026-09-14 10:54:31 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00164 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 10:56:18 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00165 | System health check completed
2026-09-14 11:01:42 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00166 | Interface error rate increased
2026-09-14 11:06:33 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00167 | CPU utilization exceeded 75 percent
2026-09-14 11:10:35 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00168 | DHCP lease assigned successfully
2026-09-14 11:14:29 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00169 | BGP neighbor session established
2026-09-14 11:17:14 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00170 | Cell sector A status changed to ACTIVE
2026-09-14 11:22:34 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00171 | PON interface utilization exceeded 70 percent
2026-09-14 11:25:46 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00172 | SNMP polling completed successfully
2026-09-14 11:28:18 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00173 | PON interface 0/1/1 changed state to UP
2026-09-14 11:34:34 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00174 | PON interface 0/1/1 changed state to UP
2026-09-14 11:38:18 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00175 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 11:41:06 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00176 | NTP synchronization delay detected
2026-09-14 11:45:28 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00177 | CPU utilization returned to normal
2026-09-14 11:48:16 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00178 | SNMP polling completed successfully
2026-09-14 11:52:25 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00179 | Configuration backup completed successfully
2026-09-14 11:58:40 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00180 | S1 interface packet loss detected
2026-09-14 12:01:05 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00181 | SNMP polling completed successfully
2026-09-14 12:05:38 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00182 | Optical signal loss detected on PON interface
2026-09-14 12:10:24 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00183 | Memory utilization exceeded 80 percent
2026-09-14 12:13:55 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00184 | BGP neighbor session established
2026-09-14 12:16:39 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00185 | Optical signal loss detected on PON interface
2026-09-14 12:20:16 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00186 | CPU utilization returned to normal
2026-09-14 12:26:04 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00187 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 12:30:38 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00188 | BGP neighbor session established
2026-09-14 12:32:14 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00189 | Packet loss detected on uplink
2026-09-14 12:37:44 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00190 | Configuration backup completed successfully
2026-09-14 12:42:14 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00191 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 12:46:42 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00192 | ONU registration completed successfully
2026-09-14 12:50:09 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00193 | NTP synchronization completed
2026-09-14 12:52:03 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00194 | BGP neighbor session established
2026-09-14 12:58:58 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00195 | Memory utilization exceeded 80 percent
2026-09-14 13:00:29 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00196 | Packet loss detected on uplink
2026-09-14 13:05:17 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00197 | Memory utilization exceeded 80 percent
2026-09-14 13:08:38 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00198 | CPU utilization exceeded 75 percent
2026-09-14 13:14:16 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00199 | Configuration backup completed successfully
2026-09-14 13:18:53 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00200 | Optical signal loss detected on PON interface
2026-09-14 13:21:36 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00201 | Optical signal loss detected on PON interface
2026-09-14 13:25:33 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00202 | Optical signal level within acceptable range
2026-09-14 13:28:37 | ERROR   | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00203 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 13:32:30 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00204 | CPU utilization exceeded 75 percent
2026-09-14 13:37:20 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00205 | CPU utilization returned to normal
2026-09-14 13:42:31 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00206 | BGP neighbor session reset
2026-09-14 13:45:52 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00207 | S1 interface connection established
2026-09-14 13:49:07 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00208 | Optical RX power approaching threshold
2026-09-14 13:52:42 | WARNING | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00209 | CPU utilization exceeded 75 percent
2026-09-14 13:56:12 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00210 | Temperature approaching warning threshold
2026-09-14 14:01:40 | ERROR   | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00211 | Optical signal loss detected on PON interface
2026-09-14 14:04:13 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00212 | High packet discard rate detected
2026-09-14 14:08:59 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00213 | Memory utilization exceeded 80 percent
2026-09-14 14:14:31 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00214 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 14:18:51 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00215 | PON interface 0/1/1 changed state to UP
2026-09-14 14:22:26 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00216 | Subscriber session established
2026-09-14 14:24:29 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00217 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 14:29:59 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00218 | Optical RX power approaching threshold
2026-09-14 14:34:17 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00219 | Interface error rate increased
2026-09-14 14:36:29 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00220 | ONU registration completed successfully
2026-09-14 14:40:17 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00221 | OSPF adjacency reached FULL state
2026-09-14 14:46:17 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00222 | BGP neighbor session established
2026-09-14 14:50:37 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00223 | NTP synchronization completed
2026-09-14 14:53:34 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00224 | DHCP lease assigned successfully
2026-09-14 14:57:35 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00225 | Memory utilization exceeded 80 percent
2026-09-14 15:00:44 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00226 | NTP synchronization delay detected
2026-09-14 15:05:02 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00227 | Authentication failure for management user
2026-09-14 15:09:45 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00228 | System health check completed
2026-09-14 15:14:09 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00229 | Interface GigabitEthernet0/2 changed state to UP
2026-09-14 15:16:32 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00230 | SNMP polling completed successfully
2026-09-14 15:21:06 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00231 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 15:26:09 | ERROR   | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00232 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 15:28:30 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00233 | OSPF adjacency reached FULL state
2026-09-14 15:34:44 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00234 | WAN interface utilization exceeded 80 percent
2026-09-14 15:38:54 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00235 | OSPF adjacency reached FULL state
2026-09-14 15:41:55 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00236 | S1 interface connection established
2026-09-14 15:44:47 | WARNING | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00237 | CPU utilization exceeded 75 percent
2026-09-14 15:50:45 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00238 | S1 interface connection established
2026-09-14 15:52:02 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00239 | Interface GigabitEthernet0/2 changed state to UP
2026-09-14 15:57:22 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00240 | CPU utilization exceeded 75 percent
2026-09-14 16:00:15 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00241 | NTP synchronization delay detected
2026-09-14 16:04:10 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00242 | Configuration backup completed successfully
2026-09-14 16:09:39 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00243 | Interface error rate increased
2026-09-14 16:12:14 | ERROR   | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00244 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 16:17:29 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00245 | BGP neighbor session reset
2026-09-14 16:20:57 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00246 | BGP neighbor session established
2026-09-14 16:26:34 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00247 | Configuration backup completed successfully
2026-09-14 16:29:37 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00248 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 16:33:44 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00249 | Memory utilization exceeded 80 percent
2026-09-14 16:37:12 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00250 | ACL policy updated successfully
2026-09-14 16:42:22 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00251 | Packet loss detected on uplink
2026-09-14 16:45:01 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00252 | BGP route update received from peer
2026-09-14 16:50:47 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00253 | BGP neighbor session established
2026-09-14 16:52:38 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00254 | Subscriber session established
2026-09-14 16:58:12 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00255 | BGP neighbor session reset
2026-09-14 17:02:49 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00256 | PON interface 0/1/1 changed state to UP
2026-09-14 17:05:50 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00257 | Interface GigabitEthernet0/2 changed state to UP
2026-09-14 17:10:23 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00258 | Configuration backup completed successfully
2026-09-14 17:13:47 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00259 | CPU utilization returned to normal
2026-09-14 17:18:56 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00260 | Optical RX power approaching threshold
2026-09-14 17:22:58 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00261 | CPU utilization returned to normal
2026-09-14 17:25:58 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00262 | BGP neighbor session established
2026-09-14 17:30:55 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00263 | SNMP polling completed successfully
2026-09-14 17:33:04 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-001       | IP=10.20.2.11    | EVENT_ID=EVT-00264 | Optical signal loss detected on PON interface
2026-09-14 17:36:55 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00265 | High packet discard rate detected
2026-09-14 17:41:00 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00266 | High packet discard rate detected
2026-09-14 17:44:29 | ERROR   | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00267 | BGP neighbor session reset
2026-09-14 17:50:43 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00268 | NTP synchronization delay detected
2026-09-14 17:53:52 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00269 | SNMP polling completed successfully
2026-09-14 17:58:14 | INFO    | DEVICE_TYPE=Switch | DEVICE=SW-AHM-CORE-01    | IP=10.20.0.2     | EVENT_ID=EVT-00270 | Interface GigabitEthernet0/1 changed state to UP
2026-09-14 18:02:56 | WARNING | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00271 | Temperature approaching warning threshold
2026-09-14 18:04:41 | ERROR   | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00272 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 18:10:19 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00273 | BGP route update received from peer
2026-09-14 18:13:31 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-002       | IP=10.20.1.12    | EVENT_ID=EVT-00274 | SNMP polling completed successfully
2026-09-14 18:18:08 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00275 | Memory utilization exceeded 80 percent
2026-09-14 18:22:44 | WARNING | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00276 | NTP synchronization delay detected
2026-09-14 18:24:56 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00277 | ACL policy updated successfully
2026-09-14 18:30:26 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00278 | Interface GigabitEthernet0/2 changed state to UP
2026-09-14 18:34:23 | WARNING | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00279 | Memory utilization exceeded 80 percent
2026-09-14 18:36:54 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00280 | SNMP polling completed successfully
2026-09-14 18:42:23 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00281 | Interface GigabitEthernet0/2 changed state to UP
2026-09-14 18:45:17 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00282 | SNMP polling completed successfully
2026-09-14 18:49:05 | ERROR   | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00283 | Interface GigabitEthernet0/3 went DOWN
2026-09-14 18:52:03 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-002      | IP=10.20.3.12    | EVENT_ID=EVT-00284 | Subscriber session established
2026-09-14 18:56:50 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00285 | Configuration backup completed successfully
2026-09-14 19:02:13 | INFO    | DEVICE_TYPE=OLT    | DEVICE=OLT-AHM-002       | IP=10.20.2.12    | EVENT_ID=EVT-00286 | Subscriber session established
2026-09-14 19:04:50 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00287 | Optical signal level within acceptable range
2026-09-14 19:08:08 | INFO    | DEVICE_TYPE=CPAN   | DEVICE=CPAN-AHM-001      | IP=10.20.3.11    | EVENT_ID=EVT-00288 | CPU utilization returned to normal
2026-09-14 19:12:42 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00289 | RRU link established successfully
2026-09-14 19:18:20 | INFO    | DEVICE_TYPE=BTS    | DEVICE=BTS-AHM-001       | IP=10.20.1.11    | EVENT_ID=EVT-00290 | CPU utilization returned to normal
2026-09-14 19:20:47 | INFO    | DEVICE_TYPE=Router | DEVICE=RTR-AHM-CORE-01   | IP=10.20.0.1     | EVENT_ID=EVT-00291 | BGP route update received from peer
