# COMBINED NETWORK DEVICE LOG FILE
# 600 network device log records
# Contains BTS, OLT, CPAN, ROUTER, SWITCH and FIREWALL logs
2026-09-14 00:00:17 | ERROR   | DEVICE_TYPE=BTS      | DEVICE=BTS-AHM-001        | IP=10.20.1.11    | EVENT_ID=EVT-00001 | RRU communication link failed
2026-09-14 04:56:28 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00050 | ONU registration completed successfully
2026-09-14 05:00:53 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00051 | PON interface 0/1/1 changed state to UP
2026-09-14 05:09:53 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00052 | Optical RX power approaching threshold
2026-09-14 05:13:52 | ERROR   | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00053 | Optical signal loss detected on PON interface
2026-09-14 05:18:26 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00054 | Configuration backup completed
2026-09-14 05:24:51 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00055 | ONU optical power within normal range
2026-09-14 05:30:11 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00056 | PON utilization exceeded 70 percent
2026-09-14 05:39:10 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00057 | PON utilization exceeded 70 percent
2026-09-14 05:42:55 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00058 | PON interface 0/1/1 changed state to UP
2026-09-14 05:52:25 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00059 | ONU registration completed successfully
2026-09-14 05:58:45 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00060 | PON utilization exceeded 70 percent
2026-09-14 06:02:38 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00061 | Optical RX power approaching threshold
2026-09-14 06:06:42 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00062 | PON utilization exceeded 70 percent
2026-09-14 06:14:56 | ERROR   | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00063 | Optical signal loss detected on PON interface
2026-09-14 06:19:31 | ERROR   | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00064 | Optical signal loss detected on PON interface
2026-09-14 06:24:55 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00065 | ONU optical power within normal range
2026-09-14 06:30:35 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00066 | PON interface 0/1/1 changed state to UP
2026-09-14 06:39:37 | ERROR   | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00067 | Optical signal loss detected on PON interface
2026-09-14 06:46:45 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00068 | Optical RX power approaching threshold
2026-09-14 06:48:53 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00069 | PON interface 0/1/1 changed state to UP
2026-09-14 06:57:02 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00070 | PON utilization exceeded 70 percent
2026-09-14 07:00:13 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00071 | ONU registration completed successfully
2026-09-14 07:07:54 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00072 | PON interface 0/1/1 changed state to UP
2026-09-14 07:12:53 | ERROR   | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00073 | ONU registration timeout
2026-09-14 07:22:24 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00074 | ONU optical power within normal range
2026-09-14 07:27:27 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00075 | PON interface 0/1/1 changed state to UP
2026-09-14 07:30:02 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00076 | ONU optical power within normal range
2026-09-14 07:37:50 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00077 | PON utilization exceeded 70 percent
2026-09-14 07:44:32 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00078 | PON utilization exceeded 70 percent
2026-09-14 07:50:26 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00079 | PON interface 0/1/1 changed state to UP
2026-09-14 07:54:56 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00080 | ONU optical power within normal range
2026-09-14 08:04:48 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00081 | PON interface 0/1/1 changed state to UP
2026-09-14 08:09:58 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00082 | Configuration backup completed
2026-09-14 08:16:30 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00083 | Optical RX power approaching threshold
2026-09-14 08:20:51 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00084 | Optical RX power approaching threshold
2026-09-14 08:26:53 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00085 | Optical RX power approaching threshold
2026-09-14 08:31:10 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00086 | Optical RX power approaching threshold
2026-09-14 08:36:37 | ERROR   | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00087 | ONU registration timeout
2026-09-14 08:44:48 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00088 | ONU optical power within normal range
2026-09-14 08:48:42 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00089 | PON interface 0/1/1 changed state to UP
2026-09-14 08:55:36 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00090 | ONU optical power within normal range
2026-09-14 09:04:43 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00091 | PON interface 0/1/1 changed state to UP
2026-09-14 09:09:59 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00092 | Configuration backup completed
2026-09-14 09:16:31 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00093 | Optical RX power approaching threshold
2026-09-14 09:22:40 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00094 | PON utilization exceeded 70 percent
2026-09-14 09:26:43 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-002        | IP=10.20.2.12    | EVENT_ID=EVT-00095 | ONU optical power within normal range
2026-09-14 09:31:06 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-003        | IP=10.20.2.13    | EVENT_ID=EVT-00096 | ONU registration completed successfully
2026-09-14 09:40:45 | WARNING | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00097 | Optical RX power approaching threshold
2026-09-14 09:42:08 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00098 | ONU optical power within normal range
2026-09-14 09:51:47 | INFO    | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00099 | Configuration backup completed
2026-09-14 09:58:41 | ERROR   | DEVICE_TYPE=OLT      | DEVICE=OLT-AHM-001        | IP=10.20.2.11    | EVENT_ID=EVT-00100 | ONU registration timeout
2026-09-14 00:04:42 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00001 | Service module restart required
2026-09-14 00:07:17 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00002 | Service module restart required
2026-09-14 00:13:04 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00003 | Service module restart required
2026-09-14 00:21:20 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00004 | Transport link failure detected
2026-09-14 00:27:44 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00005 | Memory utilization exceeded 80 percent
2026-09-14 00:33:29 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00006 | Transport link established
2026-09-14 00:36:45 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00007 | Memory utilization exceeded 80 percent
2026-09-14 00:44:49 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00008 | Service module restart required
2026-09-14 00:52:44 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00009 | Management session established
2026-09-14 00:54:11 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00010 | Service module restart required
2026-09-14 01:01:52 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00011 | Service module restart required
2026-09-14 01:09:40 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00012 | Memory utilization exceeded 80 percent
2026-09-14 01:13:17 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00013 | CPU utilization exceeded 75 percent
2026-09-14 01:18:22 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00014 | CPAN service module initialized
2026-09-14 01:24:35 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00015 | CPAN service module initialized
2026-09-14 01:34:31 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00016 | Transport link failure detected
2026-09-14 01:39:45 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00017 | Transport link established
2026-09-14 01:43:11 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00018 | Management session established
2026-09-14 01:50:44 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00019 | Service module restart required
2026-09-14 01:54:25 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00020 | Memory utilization exceeded 80 percent
2026-09-14 02:04:24 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00021 | Management session established
2026-09-14 02:08:05 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00022 | Transport link established
2026-09-14 02:14:11 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00023 | Transport link established
2026-09-14 02:18:27 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00024 | Service module restart required
2026-09-14 02:27:28 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00025 | CPAN service module initialized
2026-09-14 02:33:03 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00026 | CPU utilization exceeded 75 percent
2026-09-14 02:40:25 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00027 | Memory utilization exceeded 80 percent
2026-09-14 02:44:22 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00028 | Memory utilization exceeded 80 percent
2026-09-14 02:52:11 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00029 | CPAN service module initialized
2026-09-14 02:57:25 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00030 | Memory utilization exceeded 80 percent
2026-09-14 03:00:52 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00031 | CPU utilization exceeded 75 percent
2026-09-14 03:08:44 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00032 | Synchronization completed successfully
2026-09-14 03:14:38 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00033 | Memory utilization exceeded 80 percent
2026-09-14 03:19:34 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00034 | Service module restart required
2026-09-14 03:25:13 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00035 | Management session established
2026-09-14 03:33:35 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00036 | CPU utilization exceeded 75 percent
2026-09-14 03:37:12 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00037 | Service module restart required
2026-09-14 03:44:30 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00038 | Service module restart required
2026-09-14 03:51:51 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00039 | Transport link failure detected
2026-09-14 03:56:05 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00040 | Transport link failure detected
2026-09-14 04:03:06 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00041 | Memory utilization exceeded 80 percent
2026-09-14 04:09:36 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00042 | Synchronization completed successfully
2026-09-14 04:13:49 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00043 | Synchronization completed successfully
2026-09-14 04:21:50 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00044 | Service module restart required
2026-09-14 04:28:17 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00045 | Management session established
2026-09-14 04:32:11 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00046 | Management session established
2026-09-14 04:39:51 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00047 | Transport link established
2026-09-14 04:46:24 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00048 | Transport link established
2026-09-14 04:50:29 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00049 | Synchronization completed successfully
2026-09-14 04:55:22 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00050 | Synchronization completed successfully
2026-09-14 05:01:51 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00051 | Transport link failure detected
2026-09-14 05:07:10 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00052 | CPU utilization exceeded 75 percent
2026-09-14 05:16:14 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00053 | Management session established
2026-09-14 05:20:12 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00054 | CPAN service module initialized
2026-09-14 05:26:59 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00055 | Service module restart required
2026-09-14 05:30:11 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00056 | Memory utilization exceeded 80 percent
2026-09-14 05:40:42 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00057 | Memory utilization exceeded 80 percent
2026-09-14 05:42:06 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00058 | CPAN service module initialized
2026-09-14 05:50:13 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00059 | Synchronization completed successfully
2026-09-14 05:57:27 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00060 | Transport link established
2026-09-14 06:04:33 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00061 | Management session established
2026-09-14 06:06:26 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00062 | Management session established
2026-09-14 06:14:10 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00063 | Synchronization completed successfully
2026-09-14 06:22:23 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00064 | Transport link failure detected
2026-09-14 06:24:39 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00065 | CPU utilization exceeded 75 percent
2026-09-14 06:33:27 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00066 | Synchronization completed successfully
2026-09-14 06:40:09 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00067 | Management session established
2026-09-14 06:44:47 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00068 | Service module restart required
2026-09-14 06:52:09 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00069 | Management session established
2026-09-14 06:55:33 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00070 | Management session established
2026-09-14 07:03:57 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00071 | Transport link established
2026-09-14 07:06:19 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00072 | Synchronization completed successfully
2026-09-14 07:12:31 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00073 | Transport link failure detected
2026-09-14 07:19:35 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00074 | Management session established
2026-09-14 07:28:27 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00075 | Transport link established
2026-09-14 07:32:16 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00076 | CPU utilization exceeded 75 percent
2026-09-14 07:38:15 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00077 | Management session established
2026-09-14 07:43:00 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00078 | Transport link established
2026-09-14 07:51:32 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00079 | Service module restart required
2026-09-14 07:54:11 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00080 | Memory utilization exceeded 80 percent
2026-09-14 08:04:04 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00081 | CPU utilization exceeded 75 percent
2026-09-14 08:06:48 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00082 | CPAN service module initialized
2026-09-14 08:13:16 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00083 | Synchronization completed successfully
2026-09-14 08:21:51 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00084 | Service module restart required
2026-09-14 08:26:07 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00085 | Service module restart required
2026-09-14 08:33:22 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00086 | Transport link established
2026-09-14 08:37:22 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00087 | CPU utilization exceeded 75 percent
2026-09-14 08:44:36 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00088 | Transport link established
2026-09-14 08:48:00 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00089 | Memory utilization exceeded 80 percent
2026-09-14 08:56:53 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00090 | Service module restart required
2026-09-14 09:03:09 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00091 | Management session established
2026-09-14 09:07:41 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00092 | Memory utilization exceeded 80 percent
2026-09-14 09:13:46 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00093 | Synchronization completed successfully
2026-09-14 09:22:15 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00094 | Transport link failure detected
2026-09-14 09:26:24 | WARNING | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00095 | CPU utilization exceeded 75 percent
2026-09-14 09:34:23 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-002       | IP=10.20.3.12    | EVENT_ID=EVT-00096 | Transport link failure detected
2026-09-14 09:36:45 | ERROR   | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-001       | IP=10.20.3.11    | EVENT_ID=EVT-00097 | Service module restart required
2026-09-14 09:43:43 | INFO    | DEVICE_TYPE=CPAN     | DEVICE=CPAN-AHM-003       | IP=10.20.3.13    | EVENT_ID=EVT-00098 | Management session established
